,지점,지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),최고기온일자,평균최저기온(℃),최저기온(℃),최저기온일자
4556,262,고흥,2016-09,22.1,26.3,30.9,2016-09-04,18.7,14.5,2016-09-21
4557,262,고흥,2016-10,16.9,21.4,28.0,2016-10-04,13.0,4.3,2016-10-30
4558,262,고흥,2016-11,9.2,14.9,20.6,2016-11-05,3.9,-1.9,2016-11-25
4559,262,고흥,2016-12,4.7,10.3,18.9,2016-12-22,-0.3,-5.6,2016-12-28
4560,262,고흥,2017-01,2.0,7.5,14.1,2017-01-02,-3.2,-9.0,2017-01-26
4561,262,고흥,2017-02,3.0,8.9,14.9,2017-02-16,-2.8,-6.9,2017-02-21
4562,262,고흥,2017-03,6.7,13.3,19.4,2017-03-30,0.3,-3.8,2017-03-07
4563,262,고흥,2017-04,14.1,20.5,25.7,2017-04-30,7.8,0.4,2017-04-02
4564,262,고흥,2017-05,18.2,24.7,32.2,2017-05-30,11.5,7.7,2017-05-27
4565,262,고흥,2017-06,21.0,26.5,31.2,2017-06-18,16.0,10.0,2017-06-04
4566,262,고흥,2017-07,26.4,30.4,34.1,2017-07-24,23.0,18.7,2017-07-27
4567,262,고흥,2017-08,26.3,30.9,36.0,2017-08-06,22.2,15.5,2017-08-31
4568,262,고흥,2017-09,21.4,26.6,29.9,2017-09-17,16.8,8.2,2017-09-30
4569,262,고흥,2017-10,16.3,21.8,28.0,2017-10-10,11.6,0.1,2017-10-31
4570,262,고흥,2017-11,7.9,14.9,21.1,2017-11-10,1.4,-2.1,2017-11-25
4571,262,고흥,2017-12,1.6,7.5,13.7,2017-12-23,-4.1,-10.6,2017-12-14
4572,262,고흥,2018-01,-0.1,5.2,12.9,2018-01-15,-5.0,-12.6,2018-01-27
4573,262,고흥,2018-02,1.5,7.6,15.2,2018-02-26,-4.7,-11.5,2018-02-06
4574,262,고흥,2018-03,8.5,14.7,22.7,2018-03-29,2.5,-2.1,2018-03-03
4575,262,고흥,2018-04,13.5,19.5,27.0,2018-04-20,7.2,1.0,2018-04-08
4576,262,고흥,2018-05,17.8,23.0,27.8,2018-05-15,12.8,7.2,2018-05-04
4577,262,고흥,2018-06,21.4,26.5,32.0,2018-06-24,17.0,12.6,2018-06-01
4578,262,고흥,2018-07,26.4,31.0,35.7,2018-07-27,22.4,19.7,2018-07-08
4579,262,고흥,2018-08,27.4,31.5,35.6,2018-08-06,23.7,18.6,2018-08-19
4580,262,고흥,2018-09,21.0,25.4,30.0,2018-09-04,17.1,8.1,2018-09-25
4581,262,고흥,2018-10,14.0,20.3,24.7,2018-10-07,8.1,3.3,2018-10-31
4582,262,고흥,2018-11,8.7,16.1,20.9,2018-11-05,2.7,-2.5,2018-11-23
4583,262,고흥,2018-12,3.4,8.5,17.3,2018-12-02,-1.3,-7.9,2018-12-30
4584,262,고흥,2019-01,2.1,8.0,11.9,2019-01-30,-3.3,-7.1,2019-01-04
4585,262,고흥,2019-02,3.7,9.6,15.6,2019-02-26,-1.9,-7.5,2019-02-12
4586,262,고흥,2019-03,8.2,14.4,20.3,2019-03-26,2.1,-2.9,2019-03-24
4587,262,고흥,2019-04,12.1,17.5,23.3,2019-04-21,6.4,-1.9,2019-04-03
4588,262,고흥,2019-05,17.7,24.8,29.4,2019-05-25,10.6,4.0,2019-05-07
4589,262,고흥,2019-06,20.8,26.0,31.4,2019-06-05,16.2,11.6,2019-06-01
4590,262,고흥,2019-07,24.1,27.9,32.1,2019-07-31,21.0,16.8,2019-07-06
4591,262,고흥,2019-08,25.9,30.3,35.4,2019-08-14,22.1,16.8,2019-08-31
4592,262,고흥,2019-09,21.9,26.4,29.7,2019-09-11,18.5,12.2,2019-09-24
4593,262,고흥,2019-10,16.1,21.8,26.7,2019-10-04,10.9,3.1,2019-10-28
4594,262,고흥,2019-11,9.9,16.6,22.8,2019-11-01,3.8,-2.8,2019-11-30
4595,262,고흥,2019-12,3.8,9.4,15.5,2019-12-10,-1.6,-7.0,2019-12-07
4596,262,고흥,2020-01,4.0,8.7,17.8,2020-01-07,-0.4,-6.6,2020-01-01
4597,262,고흥,2020-02,4.5,10.2,17.9,2020-02-14,-1.0,-8.3,2020-02-06
4598,262,고흥,2020-03,7.9,13.9,22.1,2020-03-22,1.4,-5.6,2020-03-06
4599,262,고흥,2020-04,10.3,16.6,21.7,2020-04-29,3.9,-2.4,2020-04-06
4600,262,고흥,2020-05,16.9,22.0,26.2,2020-05-04,12.2,6.7,2020-05-13
4601,262,고흥,2020-06,22.0,27.2,30.8,2020-06-09,17.4,9.8,2020-06-02
4602,262,고흥,2020-07,22.6,26.1,31.6,2020-07-30,20.2,16.5,2020-07-02
4603,262,고흥,2020-08,27.0,30.9,34.2,2020-08-20,23.9,21.4,2020-08-24
4604,262,고흥,2020-09,20.7,25.5,30.0,2020-09-01,16.8,10.4,2020-09-21
4605,262,고흥,2020-10,15.0,21.5,26.5,2020-10-03,9.5,3.2,2020-10-30
4606,262,고흥,2020-11,10.0,16.2,22.2,2020-11-07,4.3,-2.7,2020-11-30
4607,262,고흥,2020-12,2.0,8.6,13.6,2020-12-28,-3.6,-8.8,2020-12-31
4608,262,고흥,2021-01,1.4,7.3,15.9,2021-01-15,-4.0,-14.1,2021-01-08
4609,262,고흥,2021-02,5.2,11.1,21.9,2021-02-21,-0.1,-5.4,2021-02-17
4610,262,고흥,2021-03,9.6,15.8,22.2,2021-03-26,3.4,-2.1,2021-03-03
4611,262,고흥,2021-04,13.4,19.4,24.4,2021-04-20,7.5,1.2,2021-04-15
4612,262,고흥,2021-05,17.3,22.8,27.7,2021-05-23,11.8,4.0,2021-05-06
4613,262,고흥,2021-06,21.7,26.7,30.1,2021-06-21,17.3,12.3,2021-06-05
4614,262,고흥,2021-07,25.8,29.9,33.1,2021-07-31,22.3,17.2,2021-07-01
4615,262,고흥,2021-08,25.7,30.1,34.6,2021-08-06,22.0,18.9,2021-08-15
4616,262,고흥,2021-09,22.1,26.3,29.7,2021-09-12,18.7,13.4,2021-09-24
4617,262,고흥,2021-10,16.4,23.0,29.2,2021-10-05,11.2,0.7,2021-10-18
4618,262,고흥,2021-11,9.7,16.3,21.6,2021-11-01,4.2,-1.5,2021-11-28
4619,262,고흥,2021-12,3.7,9.9,16.1,2021-12-10,-2.1,-9.0,2021-12-27
4620,262,고흥,2022-01,1.6,7.4,11.6,2022-01-23,-3.7,-9.4,2022-01-19
4621,262,고흥,2022-02,2.1,7.6,14.2,2022-02-28,-3.4,-7.6,2022-02-21
4622,262,고흥,2022-03,8.8,14.9,21.9,2022-03-16,2.5,-3.5,2022-03-08
4623,262,고흥,2022-04,13.8,20.2,25.8,2022-04-24,7.4,-0.9,2022-04-03
4624,262,고흥,2022-05,17.8,24.2,29.7,2022-05-24,10.9,2.9,2022-05-04
4625,262,고흥,2022-06,21.8,26.1,30.6,2022-06-21,18.2,12.3,2022-06-02
4626,262,고흥,2022-07,26.0,29.8,32.9,2022-07-02,22.7,19.8,2022-07-16
4627,262,고흥,2022-08,,,32.3,2022-08-06,,24.2,2022-08-03
4628,276,청송군,2010-09,19.0,25.6,32.7,2010-09-04,14.6,4.4,2010-09-29
4629,276,청송군,2010-10,12.2,19.4,23.7,2010-10-10,7.2,-3.7,2010-10-27
4630,276,청송군,2010-11,3.7,12.3,17.1,2010-11-11,-3.3,-9.5,2010-11-27
4631,276,청송군,2010-12,-1.6,4.9,15.2,2010-12-01,-7.2,-13.1,2010-12-25
4632,276,청송군,2011-01,-6.4,-0.2,3.5,2011-01-02,-13.3,-18.5,2011-01-17
4633,276,청송군,2011-02,-0.3,7.0,15.7,2011-02-24,-6.9,-16.7,2011-02-13
4634,276,청송군,2011-03,3.1,9.9,19.4,2011-03-31,-3.8,-9.0,2011-03-03
4635,276,청송군,2011-04,10.0,17.4,25.8,2011-04-15,2.3,-4.7,2011-04-05
4636,276,청송군,2011-05,15.9,23.1,29.1,2011-05-08,9.2,3.1,2011-05-06
4637,276,청송군,2011-06,21.3,28.5,33.8,2011-06-29,15.1,10.6,2011-06-04
4638,276,청송군,2011-07,24.4,29.8,34.7,2011-07-17,20.3,16.3,2011-07-05
4639,276,청송군,2011-08,23.8,29.2,34.5,2011-08-04,19.9,15.9,2011-08-22
4640,276,청송군,2011-09,18.9,25.4,34.2,2011-09-01,14.3,6.2,2011-09-22
4641,276,청송군,2011-10,11.1,19.2,24.7,2011-10-13,5.2,-2.3,2011-10-26
4642,276,청송군,2011-11,8.1,14.4,23.7,2011-11-05,3.3,-7.1,2011-11-22
4643,276,청송군,2011-12,-1.6,4.3,10.4,2011-12-13,-7.2,-15.0,2011-12-23
4644,276,청송군,2012-01,-3.2,3.0,8.1,2012-01-18,-9.3,-16.1,2012-01-26
4645,276,청송군,2012-02,-2.7,3.9,11.7,2012-02-29,-8.8,-21.5,2012-02-03
4646,276,청송군,2012-03,4.2,10.2,19.0,2012-03-29,-1.5,-9.4,2012-03-13
4647,276,청송군,2012-04,11.6,19.5,29.8,2012-04-24,4.3,-4.2,2012-04-07
4648,276,청송군,2012-05,16.5,24.5,28.8,2012-05-23,9.5,4.6,2012-05-07
4649,276,청송군,2012-06,20.1,26.8,32.6,2012-06-29,14.6,10.5,2012-06-03
4650,276,청송군,2012-07,24.5,30.4,34.8,2012-07-31,20.0,14.4,2012-07-10
4651,276,청송군,2012-08,24.6,30.0,36.3,2012-08-05,20.8,17.1,2012-08-31
4652,276,청송군,2012-09,18.0,24.4,28.4,2012-09-02,13.7,7.0,2012-09-30
4653,276,청송군,2012-10,11.0,19.9,23.9,2012-10-21,4.7,-0.9,2012-10-18
4654,276,청송군,2012-11,4.1,10.9,16.7,2012-11-09,-1.9,-7.9,2012-11-25
4655,276,청송군,2012-12,-3.7,1.8,6.7,2012-12-16,-8.8,-17.7,2012-12-27
4656,276,청송군,2013-01,-4.3,2.5,13.5,2013-01-31,-10.6,-21.4,2013-01-04
4657,276,청송군,2013-02,-0.5,5.7,16.9,2013-02-28,-6.5,-15.0,2013-02-08
4658,276,청송군,2013-03,5.4,14.3,25.4,2013-03-09,-2.6,-8.3,2013-03-03
4659,276,청송군,2013-04,8.7,16.0,28.2,2013-04-16,1.4,-3.5,2013-04-13
4660,276,청송군,2013-05,16.5,24.8,32.2,2013-05-24,8.9,2.2,2013-05-02
4661,276,청송군,2013-06,20.9,27.4,31.9,2013-06-16,15.9,10.3,2013-06-03
4662,276,청송군,2013-07,25.0,30.3,32.9,2013-07-30,21.0,17.6,2013-07-01
4663,276,청송군,2013-08,25.5,31.7,34.7,2013-08-19,20.8,16.3,2013-08-27
4664,276,청송군,2013-09,18.9,25.6,30.5,2013-09-13,14.1,9.5,2013-09-27
4665,276,청송군,2013-10,12.7,20.4,25.3,2013-10-01,7.4,-0.3,2013-10-28
4666,276,청송군,2013-11,4.4,11.4,20.9,2013-11-01,-1.2,-6.3,2013-11-13
4667,276,청송군,2013-12,-0.7,5.3,10.8,2013-12-04,-6.2,-11.2,2013-12-28
4668,276,청송군,2014-01,-2.3,5.5,13.3,2014-01-29,-9.3,-16.4,2014-01-14
4669,276,청송군,2014-02,0.4,6.7,16.2,2014-02-27,-4.9,-13.7,2014-02-05
4670,276,청송군,2014-03,5.6,13.0,24.8,2014-03-28,-1.2,-8.9,2014-03-10
4671,276,청송군,2014-04,11.5,20.1,26.3,2014-04-25,3.7,-1.5,2014-04-14
4672,276,청송군,2014-05,16.9,26.2,35.8,2014-05-31,8.4,0.8,2014-05-07
4673,276,청송군,2014-06,20.0,26.7,33.1,2014-06-01,15.0,10.4,2014-06-07
4674,276,청송군,2014-07,24.2,30.7,36.7,2014-07-30,19.3,13.9,2014-07-28
4675,276,청송군,2014-08,22.0,26.8,34.8,2014-08-01,18.7,12.6,2014-08-31
4676,276,청송군,2014-09,18.2,25.2,30.1,2014-09-08,13.8,8.9,2014-09-20
4677,276,청송군,2014-10,11.9,19.8,23.7,2014-10-10,6.1,-0.5,2014-10-17
4678,276,청송군,2014-11,5.8,13.3,18.0,2014-11-05,0.3,-7.0,2014-11-19
4679,276,청송군,2014-12,-2.7,2.9,10.4,2014-12-01,-7.9,-15.3,2014-12-19
4680,276,청송군,2015-01,-1.6,4.7,8.9,2015-01-15,-7.2,-15.1,2015-01-03
4681,276,청송군,2015-02,0.3,6.8,12.7,2015-02-25,-5.2,-13.2,2015-02-09
4682,276,청송군,2015-03,5.2,13.9,23.7,2015-03-30,-2.6,-9.7,2015-03-05
4683,276,청송군,2015-04,11.2,18.8,28.8,2015-04-26,4.6,-1.9,2015-04-11
4684,276,청송군,2015-05,17.4,26.6,33.4,2015-05-26,8.5,1.1,2015-05-05
4685,276,청송군,2015-06,20.2,27.7,32.7,2015-06-10,13.6,6.0,2015-06-04
4686,276,청송군,2015-07,23.2,28.8,36.4,2015-07-31,18.6,12.4,2015-07-04
4687,276,청송군,2015-08,23.7,30.7,37.4,2015-08-06,18.9,14.8,2015-08-27
4688,276,청송군,2015-09,17.7,24.8,27.9,2015-09-28,12.8,8.6,2015-09-10
4689,276,청송군,2015-10,12.2,21.1,25.8,2015-10-18,5.3,-5.4,2015-10-31
4690,276,청송군,2015-11,8.0,13.3,20.6,2015-11-05,4.0,-5.1,2015-11-01
4691,276,청송군,2015-12,1.4,7.4,13.1,2015-12-01,-3.8,-12.6,2015-12-29
4692,276,청송군,2016-01,-3.0,3.0,13.4,2016-01-03,-8.7,-15.9,2016-01-20
4693,276,청송군,2016-02,0.0,7.0,18.8,2016-02-13,-6.2,-14.3,2016-02-03
4694,276,청송군,2016-03,5.4,13.4,20.9,2016-03-17,-1.7,-10.3,2016-03-01
4695,276,청송군,2016-04,12.3,20.2,26.4,2016-04-25,5.0,-1.4,2016-04-01
4696,276,청송군,2016-05,16.9,25.8,30.8,2016-05-30,8.5,3.0,2016-05-17
4697,276,청송군,2016-06,21.2,27.9,32.7,2016-06-18,15.1,6.4,2016-06-02
4698,276,청송군,2016-07,24.0,29.8,34.3,2016-07-28,19.5,15.8,2016-07-22
4699,276,청송군,2016-08,24.6,31.9,36.3,2016-08-13,19.4,12.2,2016-08-27
4700,276,청송군,2016-09,19.6,24.6,30.3,2016-09-01,16.3,10.1,2016-09-21
4701,276,청송군,2016-10,13.8,19.5,25.9,2016-10-03,10.1,1.0,2016-10-30
4702,276,청송군,2016-11,5.5,12.5,19.2,2016-11-12,-0.2,-8.2,2016-11-26
4703,276,청송군,2016-12,1.0,7.5,17.3,2016-12-22,-4.8,-11.1,2016-12-30
4704,276,청송군,2017-01,-2.1,4.6,10.9,2017-01-08,-8.2,-16.3,2017-01-25
4705,276,청송군,2017-02,-0.1,7.2,15.0,2017-02-16,-7.2,-12.0,2017-02-13
4706,276,청송군,2017-03,4.4,12.5,19.7,2017-03-30,-2.0,-7.1,2017-03-11
4707,276,청송군,2017-04,12.4,20.5,29.7,2017-04-30,4.7,-2.4,2017-04-03
4708,276,청송군,2017-05,17.5,26.0,34.4,2017-05-29,9.3,2.3,2017-05-02
4709,276,청송군,2017-06,20.3,29.0,35.3,2017-06-19,12.8,6.0,2017-06-04
4710,276,청송군,2017-07,24.9,30.7,35.1,2017-07-13,20.5,15.2,2017-07-27
4711,276,청송군,2017-08,23.9,30.2,36.9,2017-08-06,19.5,12.5,2017-08-31
4712,276,청송군,2017-09,18.0,25.3,28.8,2017-09-08,12.7,4.1,2017-09-30
4713,276,청송군,2017-10,13.1,19.6,26.8,2017-10-10,8.7,-3.9,2017-10-31
4714,276,청송군,2017-11,4.3,12.2,19.6,2017-11-10,-2.3,-7.7,2017-11-25
4715,276,청송군,2017-12,-2.6,4.0,10.1,2017-12-10,-8.7,-16.3,2017-12-14
4716,276,청송군,2018-01,-4.0,2.2,11.0,2018-01-16,-9.7,-19.8,2018-01-27
4717,276,청송군,2018-02,-2.1,5.5,13.6,2018-02-27,-9.2,-18.1,2018-02-07
4718,276,청송군,2018-03,6.3,13.8,23.5,2018-03-28,-0.7,-7.6,2018-03-02
4719,276,청송군,2018-04,12.2,20.0,31.5,2018-04-21,4.6,-0.3,2018-04-10
4720,276,청송군,2018-05,16.8,23.5,31.2,2018-05-17,10.2,3.0,2018-05-04
4721,276,청송군,2018-06,20.7,27.7,34.7,2018-06-24,14.7,9.4,2018-06-17
4722,276,청송군,2018-07,25.7,31.7,38.1,2018-07-27,20.7,14.0,2018-07-08
4723,276,청송군,2018-08,25.4,31.8,38.1,2018-08-03,20.6,14.1,2018-08-19
4724,276,청송군,2018-09,18.4,24.0,28.4,2018-09-04,14.0,7.2,2018-09-28
4725,276,청송군,2018-10,10.9,18.2,23.3,2018-10-07,5.6,-2.2,2018-10-31
4726,276,청송군,2018-11,5.4,13.4,20.1,2018-11-05,-0.4,-7.1,2018-11-23
4727,276,청송군,2018-12,-1.2,5.3,15.4,2018-12-03,-7.0,-15.0,2018-12-31
4728,276,청송군,2019-01,-1.7,4.9,10.0,2019-01-30,-8.1,-13.5,2019-01-27
4729,276,청송군,2019-02,0.9,7.6,13.6,2019-02-25,-5.1,-11.4,2019-02-01
4730,276,청송군,2019-03,5.7,13.5,22.2,2019-03-27,-1.0,-6.4,2019-03-14
4731,276,청송군,2019-04,10.2,17.9,24.9,2019-04-23,2.7,-5.0,2019-04-02
4732,276,청송군,2019-05,17.1,25.8,33.0,2019-05-24,8.1,1.8,2019-05-08
4733,276,청송군,2019-06,19.6,26.7,33.5,2019-06-05,13.5,8.4,2019-06-01
4734,276,청송군,2019-07,23.4,28.4,33.6,2019-07-31,19.3,13.5,2019-07-06
4735,276,청송군,2019-08,24.5,30.2,35.5,2019-08-04,20.0,14.0,2019-08-31
4736,276,청송군,2019-09,20.0,25.5,31.4,2019-09-10,15.9,9.3,2019-09-25
4737,276,청송군,2019-10,13.4,20.2,26.5,2019-10-04,8.4,-0.2,2019-10-28
4738,276,청송군,2019-11,6.4,14.4,21.4,2019-11-01,0.5,-7.1,2019-11-21
4739,276,청송군,2019-12,0.3,7.2,14.8,2019-12-11,-5.2,-12.0,2019-12-07
4740,276,청송군,2020-01,0.7,6.6,14.1,2020-01-08,-4.1,-9.6,2020-01-16
4741,276,청송군,2020-02,1.7,8.4,17.5,2020-02-14,-4.3,-12.9,2020-02-06
4742,276,청송군,2020-03,6.5,14.4,22.3,2020-03-26,-0.9,-8.6,2020-03-06
4743,276,청송군,2020-04,9.5,17.5,25.4,2020-04-30,1.7,-4.0,2020-04-06
4744,276,청송군,2020-05,16.7,23.9,29.8,2020-05-01,10.0,3.0,2020-05-08
4745,276,청송군,2020-06,21.9,29.3,36.4,2020-06-09,15.2,9.3,2020-06-02
4746,276,청송군,2020-07,21.2,26.1,31.4,2020-07-21,17.6,12.8,2020-07-18
4747,276,청송군,2020-08,25.7,31.6,34.9,2020-08-20,21.9,19.6,2020-08-24
4748,276,청송군,2020-09,18.5,24.7,28.4,2020-09-04,14.0,8.4,2020-09-29
4749,276,청송군,2020-10,11.6,20.0,24.8,2020-10-01,5.7,-0.9,2020-10-24
4750,276,청송군,2020-11,6.4,14.0,23.0,2020-11-18,-0.1,-6.2,2020-11-29
4751,276,청송군,2020-12,-2.4,5.0,11.7,2020-12-28,-8.7,-16.3,2020-12-17
4752,276,청송군,2021-01,-3.1,4.0,13.7,2021-01-15,-9.6,-17.7,2021-01-10
4753,276,청송군,2021-02,1.4,9.3,22.7,2021-02-21,-5.7,-12.2,2021-02-18
4754,276,청송군,2021-03,6.9,14.3,22.7,2021-03-31,-0.2,-4.8,2021-03-03
4755,276,청송군,2021-04,11.1,19.1,28.3,2021-04-21,3.4,-2.9,2021-04-10
4756,276,청송군,2021-05,15.1,22.3,29.5,2021-05-14,8.4,1.2,2021-05-06
4757,276,청송군,2021-06,20.5,26.9,31.4,2021-06-20,15.0,7.7,2021-06-05
4758,276,청송군,2021-07,24.8,31.1,36.4,2021-07-30,20.1,15.0,2021-07-02
4759,276,청송군,2021-08,23.8,28.9,35.3,2021-08-06,20.2,17.4,2021-08-15
4760,276,청송군,2021-09,19.7,25.1,30.0,2021-09-12,15.7,12.7,2021-09-27
4761,276,청송군,2021-10,13.1,21.1,30.8,2021-10-03,8.2,-1.3,2021-10-17
4762,276,청송군,2021-11,5.5,14.1,19.8,2021-11-05,-0.4,-6.7,2021-11-28
4763,276,청송군,2021-12,-0.3,7.2,13.6,2021-12-07,-6.4,-14.8,2021-12-26
4764,276,청송군,2022-01,-3.2,4.8,10.7,2022-01-23,-10.5,-16.4,2022-01-19
4765,276,청송군,2022-02,-2.2,5.5,13.0,2022-02-28,-9.2,-16.4,2022-02-18
4766,276,청송군,2022-03,5.9,13.8,20.9,2022-03-12,-1.5,-9.3,2022-03-07
4767,276,청송군,2022-04,12.2,20.8,29.6,2022-04-12,3.6,-3.8,2022-04-02
4768,276,청송군,2022-05,16.9,26.1,32.7,2022-05-24,7.8,2.5,2022-05-16
4769,276,청송군,2022-06,21.9,28.5,36.6,2022-06-22,15.7,8.9,2022-06-02
4770,276,청송군,2022-07,25.4,31.3,35.8,2022-07-03,20.8,18.1,2022-07-16
4771,276,청송군,2022-08,,,36.4,2022-08-06,,21.5,2022-08-05
4772,253,김해시,2008-02,,,15.4,2008-02-22,,-5.8,2008-02-18
4773,253,김해시,2008-03,9.2,15.6,21.0,2008-03-11,4.0,-1.2,2008-03-05
4774,253,김해시,2008-04,15.4,20.8,27.7,2008-04-30,10.4,5.2,2008-04-01
4775,253,김해시,2008-05,19.6,25.1,32.7,2008-05-03,15.0,10.2,2008-05-14
4776,253,김해시,2008-06,21.5,25.6,31.0,2008-06-13,18.1,15.0,2008-06-01
4777,253,김해시,2008-07,26.9,31.0,34.6,2008-07-18,24.2,19.6,2008-07-02
4778,253,김해시,2008-08,25.9,30.6,34.1,2008-08-11,22.4,19.0,2008-08-28
4779,253,김해시,2008-09,23.0,27.9,32.3,2008-09-19,19.2,11.3,2008-09-27
4780,253,김해시,2008-10,18.4,23.9,28.2,2008-10-18,14.0,8.0,2008-10-28
4781,253,김해시,2008-11,10.0,15.2,20.7,2008-11-13,5.7,-4.6,2008-11-20
4782,253,김해시,2008-12,3.8,9.4,18.0,2008-12-10,-1.5,-9.3,2008-12-06
4783,253,김해시,2009-01,0.8,6.3,13.3,2009-01-28,-3.3,-9.9,2009-01-15
4784,253,김해시,2009-02,7.7,13.0,19.6,2009-02-13,3.3,-4.5,2009-02-17
4785,253,김해시,2009-03,10.2,15.4,21.2,2009-03-18,5.3,-1.6,2009-03-14
4786,253,김해시,2009-04,15.7,21.7,27.9,2009-04-10,10.7,3.3,2009-04-02
4787,253,김해시,2009-05,20.4,26.0,31.1,2009-05-09,15.8,12.6,2009-05-01
4788,253,김해시,2009-06,23.5,27.9,33.0,2009-06-24,19.8,16.9,2009-06-07
4789,253,김해시,2009-07,25.3,29.0,31.8,2009-07-21,22.6,19.6,2009-07-01
4790,253,김해시,2009-08,26.4,30.5,35.0,2009-08-22,23.4,20.3,2009-08-02
4791,253,김해시,2009-09,23.8,28.9,32.6,2009-09-18,20.3,18.2,2009-09-13
4792,253,김해시,2009-10,19.3,25.0,29.1,2009-10-01,14.5,10.3,2009-10-21
4793,253,김해시,2009-11,11.5,16.5,26.1,2009-11-07,7.3,0.2,2009-11-18
4794,253,김해시,2009-12,5.0,9.9,18.0,2009-12-11,0.8,-5.3,2009-12-19
4795,253,김해시,2010-01,2.1,7.6,16.0,2010-01-20,-2.9,-7.8,2010-01-30
4796,253,김해시,2010-02,5.9,10.6,19.2,2010-02-24,1.7,-5.2,2010-02-03
4797,253,김해시,2010-03,8.8,13.1,21.6,2010-03-20,4.7,-2.1,2010-03-10
4798,253,김해시,2010-04,12.7,17.5,23.0,2010-04-06,8.0,2.4,2010-04-15
4799,253,김해시,2010-05,19.0,23.9,30.8,2010-05-21,15.0,9.5,2010-05-01
4800,253,김해시,2010-06,22.9,27.9,31.8,2010-06-16,18.9,11.4,2010-06-01
4801,253,김해시,2010-07,26.7,30.6,34.7,2010-07-25,24.0,21.5,2010-07-15
4802,253,김해시,2010-08,29.3,33.3,36.4,2010-08-21,26.5,24.8,2010-08-20
4803,253,김해시,2010-09,24.9,29.9,35.5,2010-09-04,21.1,13.9,2010-09-29
4804,253,김해시,2010-10,18.5,23.9,28.8,2010-10-02,14.3,3.3,2010-10-27
4805,253,김해시,2010-11,10.6,16.7,21.1,2010-11-07,5.0,-1.1,2010-11-27
4806,253,김해시,2010-12,4.2,9.5,20.0,2010-12-01,-0.7,-7.9,2010-12-25
4807,253,김해시,2011-01,-1.4,4.0,8.9,2011-01-02,-5.6,-13.6,2011-01-16
4808,253,김해시,2011-02,5.7,11.1,19.1,2011-02-24,1.1,-4.8,2011-02-13
4809,253,김해시,2011-03,8.0,13.9,22.6,2011-03-31,2.5,-3.0,2011-03-03
4810,253,김해시,2011-04,14.4,19.7,24.4,2011-04-15,9.4,3.6,2011-04-04
4811,253,김해시,2011-05,19.3,23.7,28.3,2011-05-08,15.5,11.6,2011-05-06
4812,253,김해시,2011-06,23.5,27.8,31.3,2011-06-21,20.4,16.2,2011-06-01
4813,253,김해시,2011-07,27.0,30.9,35.5,2011-07-20,24.0,21.0,2011-07-06
4814,253,김해시,2011-08,27.1,30.8,35.1,2011-08-05,24.4,20.1,2011-08-21
4815,253,김해시,2011-09,24.1,29.0,35.6,2011-09-01,20.4,13.8,2011-09-22
4816,253,김해시,2011-10,17.5,23.2,28.8,2011-10-10,13.0,3.8,2011-10-26
4817,253,김해시,2011-11,13.9,18.5,26.6,2011-11-03,10.1,1.4,2011-11-25
4818,253,김해시,2011-12,4.1,8.8,14.2,2011-12-14,-0.1,-5.8,2011-12-17
4819,253,김해시,2012-01,2.2,6.7,12.0,2012-01-17,-1.7,-7.9,2012-01-26
4820,253,김해시,2012-02,2.6,7.5,16.3,2012-02-23,-1.5,-9.2,2012-02-03
4821,253,김해시,2012-03,8.7,13.5,22.2,2012-03-28,4.6,-3.2,2012-03-12
4822,253,김해시,2012-04,14.9,20.1,26.3,2012-04-24,10.0,2.4,2012-04-01
4823,253,김해시,2012-05,19.6,25.1,30.6,2012-05-27,15.3,11.5,2012-05-13
4824,253,김해시,2012-06,22.9,27.3,30.5,2012-06-12,19.6,16.3,2012-06-01
4825,253,김해시,2012-07,26.8,30.6,36.2,2012-07-28,23.8,20.6,2012-07-09
4826,253,김해시,2012-08,28.9,33.2,37.9,2012-08-05,25.7,21.4,2012-08-31
4827,253,김해시,2012-09,21.7,26.9,30.5,2012-09-03,17.9,12.9,2012-09-30
4828,253,김해시,2012-10,16.5,23.0,26.2,2012-10-02,11.7,7.3,2012-10-31
4829,253,김해시,2012-11,8.6,13.7,19.6,2012-11-09,4.4,-0.8,2012-11-28
4830,253,김해시,2012-12,1.4,6.0,14.6,2012-12-16,-2.6,-9.0,2012-12-24
4831,253,김해시,2013-01,0.9,6.1,13.8,2013-01-31,-3.5,-9.5,2013-01-04
4832,253,김해시,2013-02,3.0,8.0,16.5,2013-02-27,-1.7,-12.0,2013-02-08
4833,253,김해시,2013-03,9.1,15.2,21.1,2013-03-09,3.3,-2.7,2013-03-21
4834,253,김해시,2013-04,12.5,18.2,23.3,2013-04-24,7.3,2.1,2013-04-10
4835,253,김해시,2013-05,19.3,25.3,33.5,2013-05-24,14.5,8.8,2013-05-03
4836,253,김해시,2013-06,23.3,28.1,32.5,2013-06-17,19.8,15.6,2013-06-03
4837,253,김해시,2013-07,27.0,30.8,35.6,2013-07-26,24.1,21.8,2013-07-07
4838,253,김해시,2013-08,28.5,33.9,39.2,2013-08-10,24.9,21.4,2013-08-31
4839,253,김해시,2013-09,23.3,28.9,32.7,2013-09-15,19.2,14.0,2013-09-27
4840,253,김해시,2013-10,18.1,24.1,29.6,2013-10-07,13.9,6.5,2013-10-28
